Topic,Impact_Factor
ratedistortion function,0.5235979393209426
source and channel coding,0.5235979393209426
awgn channel,0.5235979393209426
source channel coding,0.5235979393209426
message passing algorithm,0.5235979393209426
dependency parser,0.5232971446348115
heuristic search algorithm,0.523173751507583
technical indicator,0.523173751507583
satsolving,0.523173751507583
continuous data,0.523173751507583
fuzzyneural,0.523173751507583
sat problem,0.523173751507583
appearance modeling,0.523173751507583
loopy belief propagation,0.5231666896896922
differential phaseshift keying,0.5229861136081265
optical code division multiple access,0.5229861136081265
ocdma,0.5229861136081265
demultiplexers,0.5229861136081265
demultiplexer,0.5229861136081265
bytecode,0.5229464124362704
orthogonal spacetime block code,0.5228045932440932
spur gear,0.5227865886120777
circularly polarized,0.5226886952876572
backscattering coefficient,0.5225904584754523
wireless relay network,0.5225097983368517
10 gb/ s,0.5224911011222303
safety application,0.5224763497166169
relay system,0.5224757002169992
multiplexing gain,0.5224757002169992
achievable rate region,0.5222859211712421
achievable rate,0.5222859211712421
system under test,0.5220634558882882
bpsk modulation,0.5220177940593904
multiuser detector,0.5220177940593904
hardware fault,0.5219478889249758
ldpc decoder,0.5219478889249758
rf mem,0.5219076113775719
scatterometer,0.5219076113775719
historical document,0.52143241612632
helical gear,0.5214219504820286
retrieval,0.5214219504820286
message complexity,0.5214219504820286
quantizer,0.5212409550432476
hardwareintheloop,0.5211751603631484
transmit diversity,0.5211451602068025
mechanical clock,0.5209468184895354
underwater environment,0.5209468184895354
acoustic source,0.5209468184895354
ultrawideband communication,0.5209212830411927
ranging,0.5206439307721347
hidden terminal,0.5203851001988654
hidden terminal problem,0.5203851001988654
crossvalidation,0.5203670321933783
color reproduction,0.5201876651922392
node localization,0.5201751687016346
uwb communication system,0.5201751687016346
direct sequence code division multiple access,0.5201414891345252
3gpp lte,0.5200617159622929
sdr,0.5198574637125494
mobile cloud computing,0.5197147667572601
rain rate,0.5196950831736382
mutual coupling,0.5195403145672072
occlusion handling,0.5190982050438461
correction method,0.5190982050438461
distorted image,0.5190982050438461
girth,0.5189170015503544
design rationale,0.5189104543690197
humanmachine interaction,0.5188340095260702
human machine interaction,0.5188340095260702
missed detection,0.5188109491243285
decentralized detection,0.5188109491243285
diversity combining,0.5188109491243285
diversity method,0.5188109491243285
selection combining,0.5188109491243285
stochastic approximation,0.5187244071027357
energybalanced,0.5186126074070615
symmetric key,0.5186126074070615
positioning method,0.5186126074070615
uncooled,0.5186126074070615
power harvesting,0.5186126074070615
surveillance radar,0.5186126074070615
monte carlo localization,0.5186126074070615
spacecraft instrument,0.5186126074070615
rf signal,0.5186126074070615
clustering protocol,0.5186126074070615
sink mobility,0.5186126074070615
tracking accuracy,0.5186126074070615
energy awareness,0.5186126074070615
mpi program,0.5185870719587188
retrieval algorithm,0.5184928255825001
similar image,0.5184928255825001
video browsing,0.5184928255825001
quality of information,0.5184928255825001
web object,0.5184928255825001
relaying strategy,0.518330101077932
multiband ofdm,0.5183097196896608
impulse radio ultrawideband,0.5183097196896608
cfo,0.5183097196896608
antenna selection,0.5183097196896608
ici cancellation,0.5183097196896608
micro electro mechanical system,0.5182433020571384
microelectricalmechanical system,0.5182433020571384
subarrays,0.5180744945573516
subarray,0.5180744945573516
gesture recognition system,0.5179658061966561
experience design,0.5179658061966561
keyboard,0.5179658061966561
hand detection,0.5179658061966561
handsfree,0.5179658061966561
interactive robot,0.5179658061966561
microsoft kinect,0.5179658061966561
virtual space,0.5179086686457403
receive diversity,0.5178514645801582
data detection,0.5178514645801582
channel shortening,0.5178409576191607
multi carrier system,0.5178409576191607
channel estimation method,0.5178409576191607
planar monopole antenna,0.5178409576191607
multiband orthogonal frequency division multiplex,0.5178409576191607
ultra wideband radar,0.5178409576191607
embedded technology,0.5178409576191607
multiple transmit antenna,0.5178409576191607
dual band antenna,0.5178409576191607
mimo broadcast channel,0.5178409576191607
indoor coverage,0.5178409576191607
wlan band,0.5178409576191607
synchronization scheme,0.5178409576191607
turbo equalizer,0.5178409576191607
particle beam injection,0.5178409576191607
local sensor,0.5178409576191607
handover scheme,0.5178409576191607
byzantine failure,0.5177567525626794
approximate inference,0.5177166480828362
observer,0.5176806674720028
distributed parameter system,0.5176806674720028
secondorder statistic,0.5175924658062024
hyperchaos,0.517588690132854
trust evaluation,0.517588690132854
ehr,0.5175807570610454
discernibility,0.5175807570610454
electronic health record,0.5175807570610454
noise removal,0.5175514464098079
lambda calculus,0.5174633859795464
multiplex radio transmission,0.5173830795215332
diffie hellman,0.5172842443309484
mobile interaction,0.5171938558473614
ngram model,0.5170464587862291
image transmission,0.5170392844717893
color management,0.5170392844717893
equalgain combining,0.5169931084140752
vblast,0.5169931084140752
platformindependent model,0.5169835003200777
platform independent model,0.5169835003200777
optical transmission,0.5168774715288388
grid middleware,0.5168616447136583
virtual node,0.5168616447136583
3d imaging,0.5168146796504536
look up table,0.5168146796504536
single photon emission computed tomography,0.5168146796504536
geometric transformation,0.5168146796504536
electrical appliance,0.5168129866969682
inference system,0.5168012016262578
backstepping control,0.5168012016262578
random graph,0.5165274237309361
nonlinear observer,0.5163467740803775
inertial navigation,0.516329082013669
error concealment,0.5162715982607788
noisy image,0.5162715982607788
psnr,0.5162715982607788
phase unwrapping,0.5162715982607788
lm,0.5162715982607788
gear manufacture,0.5162715982607788
posterior distribution,0.5162715982607788
doppler radar,0.5162715982607788
multifocus image,0.5162366105531714
multifocus,0.5162366105531714
micromobility,0.5162240520028047
congestion,0.5162240520028047
key management protocol,0.5162240520028047
packet filtering,0.5162240520028047
key predistribution scheme,0.5162240520028047
dsa,0.5162240520028047
signaling protocol,0.5162240520028047
ip packet,0.5162240520028047
transport layer protocol,0.5162240520028047
handoff delay,0.5162240520028047
group membership,0.5162240520028047
rekeying,0.5162240520028047
key,0.5162240520028047
dependability,0.5162240520028047
rtp,0.5162240520028047
access technology,0.5162240520028047
overlay multicast,0.5162240520028047
shadow image,0.5162240520028047
tag collision,0.5162240520028047
storage overhead,0.5162240520028047
physical network,0.5162240520028047
text region,0.5161868082797585
micro robot,0.5161167956003058
multiserver,0.5159484551297784
core node,0.5159484551297784
real time operating system,0.5158299865232724
differential phase shift keying,0.515498197650131
iaa,0.5153629231251338
computing service,0.5153629231251338
metaprogramming,0.5153401842449242
meta programming,0.5153401842449242
safetycritical system,0.5153401842449242
spread spectrum system,0.515319858746098
automatic service composition,0.5149685020790655
automatic evaluation,0.5149685020790655
image collection,0.5149685020790655
propositional formula,0.5149685020790655
join point,0.5149685020790655
soccer video,0.5149685020790655
statistical relational learning,0.5149685020790655
dynamic service composition,0.5149685020790655
web image search,0.5149685020790655
dynamic composition,0.5149685020790655
pointcut,0.5149685020790655
blind multiuser detection,0.5149641181700163
qam,0.5149641181700163
frequency synchronization,0.5149641181700163
mimo relay,0.5149641181700163
opencl,0.5149528274529285
dualtree,0.5149069601307295
semiblind channel estimation,0.5149069601307295
pulse compression,0.5149069601307295
pulse width,0.5149069601307295
watermark bit,0.5149069601307295
gaussian filtering,0.5149069601307295
delay spread,0.5149069601307295
compression performance,0.5149069601307295
denoising algorithm,0.5149069601307295
target localization,0.5149069601307295
dct domain,0.5149069601307295
difference image,0.5149069601307295
shift invariance,0.5149069601307295
multiuser system,0.5149069601307295
continuous wave radar,0.5149069601307295
radar signal,0.5149069601307295
gaussian pulse,0.5149069601307295
blind channel estimation,0.5149069601307295
target speaker,0.5149069601307295
multipath mitigation,0.5149069601307295
digital audio watermarking,0.5149069601307295
clutter suppression,0.5149069601307295
tracking loop,0.5149069601307295
software receiver,0.5149069601307295
acoustic wave scattering,0.5149069601307295
prototype filter,0.5149069601307295
probability of detection,0.5149069601307295
phase correlation,0.5149069601307295
resolution enhancement,0.5149069601307295
blind channel equalization,0.5149069601307295
multiple access scheme,0.5149069601307295
approximation coefficient,0.5149069601307295
block length,0.5149069601307295
uwb channel,0.5149069601307295
digital beam forming,0.5149069601307295
watermarking system,0.5149069601307295
antijamming,0.5149069601307295
ultrawideband signal,0.5149069601307295
channel decoding,0.5149069601307295
mimo detector,0.5149069601307295
perfect reconstruction,0.5149069601307295
decision feedback,0.5149069601307295
single sensor,0.5149069601307295
spectral distortion,0.5149069601307295
distributed beamforming,0.5149069601307295
local decision,0.5149069601307295
blind equalization algorithm,0.5149069601307295
transition system,0.5146168117966277
vbm,0.5145998860999595
voxelbased morphometry,0.5145998860999595
globus toolkit,0.5145274336311844
hpc,0.5145274336311844
upnp,0.5145256547862129
frequent closed itemsets,0.5143218935765458
prolog,0.5143218935765458
runtime system,0.5141903842925876
electromagnetic,0.5141852167994533
caching,0.5141314650311709
